id,review_id,content,rating,date,user_name,thumbs_up,reply_content,source,app_version,bank_id,sentiment,cleaned_text,id_bank,name,code,sentiment_score,theme_user_interface,theme_performance
426,e7e0dd5b-59ee-4ed8-abe8-821ed28c1a6f,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04 15:26:13,Micheal Behailu,7,,Google Play,25.09.03,2,positive,your application is very irritating to use some functionality doesnt even work like on the card management you need to do better than this and it good idea to reference other banking applications,2,Bank of Abyssinia,BOA,0.13874999999999998,True,False
427,df1f28f7-9a40-4a51-83bb-7e2fb7bc932c,I like,5,2025-11-02 16:36:02,abdilahi awale,1,,Google Play,25.05.03,2,neutral,i like,2,Bank of Abyssinia,BOA,0.0,False,False
428,a64c9c77-83d3-4e1b-b264-4bd5e2d3d349,?? ?????? ??????? ??? ????? ????? ?? ??? ??? ????? ?????? ??? ???? ?????? ???? ?????? ????? ???? ??? ??????,1,2025-11-01 14:12:12,kidist workalem,0,,Google Play,,2,neutral,,2,Bank of Abyssinia,BOA,0.0,False,False
429,a2d5bdf0-ff92-408b-be55-a4bfa7b61fbc,i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30 22:18:43,yeshiwas Dagnew,0,,Google Play,25.09.03,2,negative,i m sorry but it doesnt work for my android it is too slow but other bank are very fast please update,2,Bank of Abyssinia,BOA,-0.16625,False,True
430,8312e6d0-3b41-4061-b83f-54f6fcb4317a,"the worst app ever,",1,2025-10-30 21:09:22,Fira Wassie,0,,Google Play,25.09.03,2,negative,the worst app ever,2,Bank of Abyssinia,BOA,-1.0,True,False
431,ee7fb8e2-bcde-4ae5-8ac5-49450e57dd5c,better,5,2025-10-29 14:51:14,Seble Mekete,1,,Google Play,25.09.03,2,positive,better,2,Bank of Abyssinia,BOA,0.5,False,False
432,924bdf3b-0b78-4402-9aaf-d1cbc39cc6af,"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28 20:07:21,ttss gulugulu,0,,Google Play,,2,neutral,i kindly request that bank of abyssinia address issues with its mobile app it is very slow has numerous problems and frequently experiences downtime the user experience is also poor thank you,2,Bank of Abyssinia,BOA,-0.018000000000000016,True,False
433,426191d1-9b6d-4582-aeae-55633c041d3e,this app can't open? what is problem? please solve my problem?,1,2025-10-28 02:44:21,Khaayyoo Birkii,0,,Google Play,25.09.03,2,neutral,this app cant open what is problem please solve my problem,2,Bank of Abyssinia,BOA,0.0,True,False
434,f787c8fe-c207-4c5a-8156-e8cfa0f6652d,kiyaa makonn,5,2025-10-27 22:28:55,Aseged Tamere Aseged,0,,Google Play,25.05.03,2,neutral,kiyaa makonn,2,Bank of Abyssinia,BOA,0.0,False,False
435,1f73f73b-a5e4-4114-a45d-992a360ebb87,very very lazy app,1,2025-10-26 23:12:22,Libanos Seboka,0,,Google Play,25.09.03,2,negative,very very lazy app,2,Bank of Abyssinia,BOA,-0.325,True,False
436,b9b28cc3-4563-4f09-938c-b1adcc27bbf3,telebirr remittance,5,2025-10-24 16:04:33,Kedir Musa,0,,Google Play,25.05.03,2,neutral,telebirr remittance,2,Bank of Abyssinia,BOA,0.0,False,False
437,6606f3a3-dbc9-4032-a905-37c737501776,The best bank in ????,5,2025-10-23 20:01:50,Kefyalew Ol'anna,1,,Google Play,25.09.03,2,positive,the best bank in,2,Bank of Abyssinia,BOA,1.0,False,False
438,df5cd433-7f0e-4e13-ae07-4200db1965c0,its good,5,2025-10-22 19:14:24,??? ??? ???,0,,Google Play,25.09.03,2,positive,its good,2,Bank of Abyssinia,BOA,0.7,False,False
439,9917233c-933c-444f-b986-e97d3fe0f682,the worst app in my financial experience.,1,2025-10-22 13:13:16,Mule Mac,0,,Google Play,25.09.03,2,negative,the worst app in my financial experience,2,Bank of Abyssinia,BOA,-0.5,True,False
440,29295b2c-ebe8-4dfe-9cd3-c3a5806b810b,good for mb appliciation,5,2025-10-21 17:22:18,Zerihun Senbeto,0,,Google Play,25.09.03,2,positive,good for mb appliciation,2,Bank of Abyssinia,BOA,0.7,True,False
441,c9162816-c2cd-478c-ab34-9569f63d3711,the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20 17:36:14,Henok,0,,Google Play,25.09.03,2,negative,the worst bank ever slow dont accept dual sim they are very stupid and greedy,2,Bank of Abyssinia,BOA,-0.7666666666666666,False,False
442,1776b9e9-95d8-4811-bb94-61d28a7c19d1,try to easy network,4,2025-10-17 15:56:04,Abduselam Mustefa,0,,Google Play,25.05.03,2,positive,try to easy network,2,Bank of Abyssinia,BOA,0.43333333333333335,False,False
443,d81ca31a-2ecd-4f0a-aab7-0a6f02da0696,hussen hassen umer,5,2025-10-16 20:05:56,Hussen Hassen,0,,Google Play,,2,neutral,hussen hassen umer,2,Bank of Abyssinia,BOA,0.0,False,False
444,6725eae9-b141-4a7c-abcd-90125d0fa3bd,"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16 11:53:31,Twaf Tech,0,,Google Play,,2,positive,the app is not suitable and lacks a good ui design as a large bank you must update your app with a professional ui that is fast and appropriate,2,Bank of Abyssinia,BOA,0.2398809523809524,True,True
445,cdc789cd-c2e6-415e-906f-0bde3fa850b1,an exceptional banking app.,5,2025-10-16 09:51:09,Gatluak Yiey Mayom,0,,Google Play,25.09.03,2,positive,an exceptional banking app,2,Bank of Abyssinia,BOA,0.6666666666666666,True,False
446,da8f72ca-3f4b-41f6-937e-c626b8240c8b,alhamdulilah,5,2025-10-11 09:38:31,Toyba Shikur,0,,Google Play,25.09.03,2,neutral,alhamdulilah,2,Bank of Abyssinia,BOA,0.0,False,False
447,8b37e090-01ff-4f7c-bfdc-3e781996d2a9,poor,5,2025-10-11 06:59:58,Shumi Regassa Gemeda,0,,Google Play,25.09.03,2,negative,poor,2,Bank of Abyssinia,BOA,-0.4,False,False
448,32133348-ecd7-47e0-9e98-7f1702419599,Best of best,5,2025-10-09 09:31:41,Daniel Kassa,0,,Google Play,24.07.04,2,positive,best of best,2,Bank of Abyssinia,BOA,1.0,False,False
449,68b7a597-8133-4584-9c3f-1e26fa21184e,from the last week updates the app is not working Please check the problems,1,2025-10-08 20:21:32,WASIHUN GETU,0,,Google Play,25.09.03,2,neutral,from the last week updates the app is not working please check the problems,2,Bank of Abyssinia,BOA,0.0,True,False
450,546df11c-e603-4f04-963e-ae1cd2be9561,It's always crushing,1,2025-10-08 10:28:55,Fuad Art,0,,Google Play,,2,positive,its always crushing,2,Bank of Abyssinia,BOA,0.4,False,False
451,147dc910-f84e-4950-9cd0-a6ce1ca0b070,office branches have to improve their services please,4,2025-10-07 07:22:58,Daniel Bekele,0,,Google Play,25.09.03,2,neutral,office branches have to improve their services please,2,Bank of Abyssinia,BOA,0.0,False,False
452,ccbeff90-e9fd-4a74-807f-d16d8bbe02e5,????,5,2025-10-05 20:45:56,Sanyii Abdisa,0,,Google Play,25.09.03,2,neutral,,2,Bank of Abyssinia,BOA,0.0,False,False
453,7345b274-906c-4bfc-b37d-8131020ad13e,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05 19:04:02,Amlakendalew Dubale,3,,Google Play,25.09.03,2,positive,why does it keep crashing i cant even use this boa should do better you have many customers and how to deal with this i cant send money now,2,Bank of Abyssinia,BOA,0.5,False,False
454,4587385c-78c9-4310-b8aa-da0bce565a91,it needs a timely update,5,2025-10-03 09:39:36,yihenew mulat,0,,Google Play,25.09.03,2,neutral,it needs a timely update,2,Bank of Abyssinia,BOA,0.0,False,False
455,1310296e-3850-494f-83bc-936ea27684ab,"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01 22:45:17,Yonas amare,44,,Google Play,25.09.03,2,negative,it does not show the name of the person who sent the money to request a receipt this has become very difficult for us when different people transfer the same amount to me from different banks it is very difficult to identify the account or the name of the sender,2,Bank of Abyssinia,BOA,-0.26,False,False
456,00dddad5-915e-4fc1-9166-b5d7ce59ad88,Like,5,2025-10-01 22:10:29,Bereket Desta,0,,Google Play,25.05.03,2,neutral,like,2,Bank of Abyssinia,BOA,0.0,False,False
457,baad5c11-63e6-4b64-9006-c4cb1481036d,I can't type my otp on it.,1,2025-10-01 18:42:50,Alemayehu Fentie,0,,Google Play,25.09.03,2,neutral,i cant type my otp on it,2,Bank of Abyssinia,BOA,0.0,False,False
458,7481b511-72a1-4592-8087-c029fc656e67,"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01 15:30:39,Nat T,0,,Google Play,25.05.03,2,positive,most of bank apps in ethiopia are linked with ethiopian phone number i live in us permanently so when i open boa account i told them where i live and to link it with email address instead of phone as ethio phone number is not working where i live unfortunetly my fear appeared and now when i change my phone device it send the code to the ethio number which is not with me now so please when u develop bank apps consider the diaspora community to use ur apps,2,Bank of Abyssinia,BOA,0.18181818181818182,True,False
459,e3e7b9d3-10a9-443b-89b9-34160443c78a,jaajja,4,2025-09-30 13:13:07,Hiwot Temechew,0,,Google Play,,2,neutral,jaajja,2,Bank of Abyssinia,BOA,0.0,False,False
460,b768c25c-bc3a-4d57-8c45-97e489546662,I love this bank the best experience ever.,5,2025-09-28 04:17:38,Tsegie Shewarged,7,,Google Play,25.09.03,2,positive,i love this bank the best experience ever,2,Bank of Abyssinia,BOA,0.75,False,False
461,c90fb60a-ea63-47f0-aa65-fcb41b6534e1,"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25 20:41:02,nathan esayas,3,,Google Play,25.09.03,2,negative,nothing has been improved it doesnt work like the previous version,2,Bank of Abyssinia,BOA,-0.16666666666666666,False,False
462,82e245b0-2790-45ce-a1a3-1aa9a0afaa95,easy and fast,5,2025-09-24 04:20:04,Tadele Baye,0,,Google Play,25.03.07,2,positive,easy and fast,2,Bank of Abyssinia,BOA,0.31666666666666665,False,True
463,d849294b-9d5d-4026-96ec-6dd20968fa57,Great,5,2025-09-20 17:06:09,Abduh “???????” Awol,0,,Google Play,,2,positive,great,2,Bank of Abyssinia,BOA,0.8,False,False
464,eecf4f77-29ed-40cd-a228-b325ee459350,mobile banking,5,2025-09-19 18:43:07,Tahood Bossy,0,,Google Play,25.09.03,2,neutral,mobile banking,2,Bank of Abyssinia,BOA,0.0,False,False
465,4c7e9031-a452-48ce-b5fd-4b5a0940b553,very good,5,2025-09-18 20:31:44,Yabbal Gebeyew,0,,Google Play,,2,positive,very good,2,Bank of Abyssinia,BOA,0.9099999999999999,False,False
466,e0b237d8-0ec7-453f-9e1d-fe22e2910620,??,5,2025-09-18 00:47:17,SINTAYEHU DESTA,0,,Google Play,25.09.03,2,neutral,,2,Bank of Abyssinia,BOA,0.0,False,False
467,a05681a9-b69a-48b6-92c5-79a7d916bd61,"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17 13:50:17,Amir Ahmed,0,,Google Play,,2,positive,need alot of connection chooses device very lug even when there is connection,2,Bank of Abyssinia,BOA,0.2,False,False
468,7cedd008-b817-442b-9da0-76ea15713450,On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15 17:16:36,Osman Ismail,179,,Google Play,25.09.03,2,positive,on my ios its perfect but on android it barley works and dont transfer and after a while it crushed and totally stopped working please fix the issue my beloved bank of abyssinia,2,Bank of Abyssinia,BOA,0.4,False,False
469,14d8c41d-2533-40c1-97f2-7df99a3d3a44,since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15 17:14:20,Kirubel solomon (pablo),0,,Google Play,,2,negative,since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,Bank of Abyssinia,BOA,-0.13000000000000003,True,False
470,3c11bafa-cf87-41c0-ba29-714ab4cd69a5,none,5,2025-09-14 21:21:53,Bikila Dugasa,0,,Google Play,25.09.03,2,neutral,none,2,Bank of Abyssinia,BOA,0.0,False,False
471,9832f735-8230-4dd6-8aad-2f743e2792b1,good,2,2025-09-13 08:42:59,Habib Mohamed,0,,Google Play,25.09.03,2,positive,good,2,Bank of Abyssinia,BOA,0.7,False,False
472,814a08ab-8eb9-4aa6-ae64-341f62b5ae47,good,5,2025-09-12 11:11:17,Meseret Tesfaye mesi,0,,Google Play,25.09.03,2,positive,good,2,Bank of Abyssinia,BOA,0.7,False,False
473,4bf673d6-7d6f-431c-8844-a6c7eb4c65d3,very good app i ever used,5,2025-09-12 08:25:40,dula tamiru,0,,Google Play,,2,positive,very good app i ever used,2,Bank of Abyssinia,BOA,0.9099999999999999,True,False
474,dfad5025-20f7-4556-bdaf-294785947fa3,its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11 19:48:42,Astec Phonetastic,12,,Google Play,25.09.03,2,positive,its nice app especially the transaction limit is extended but we face that boa mbanking app doesnt respond at the activation stage strictly at smsng mobile phone please try this to make safe,2,Bank of Abyssinia,BOA,0.3666666666666667,True,False
475,4b92ba94-d858-4fcb-a2ae-45fc41c1fa26,zedo,5,2025-09-11 02:38:59,zawudu techaan,0,,Google Play,,2,neutral,zedo,2,Bank of Abyssinia,BOA,0.0,False,False
476,a56b1202-a6db-405b-aba1-586a16bc417d,please open my mobile app,5,2025-09-10 15:43:30,Alayu,0,,Google Play,25.09.03,2,neutral,please open my mobile app,2,Bank of Abyssinia,BOA,0.0,True,False
477,d876a31d-e463-4340-a67e-9a950e182865,it doesn't open,1,2025-09-10 12:38:37,Yasmin salah,0,,Google Play,24.07.04,2,neutral,it doesnt open,2,Bank of Abyssinia,BOA,0.0,False,False
478,a31076d0-b574-405f-8495-675485f16a71,Very Good,5,2025-09-09 01:18:34,Eniishaa Kennaa Kotti,1,,Google Play,24.02.07,2,positive,very good,2,Bank of Abyssinia,BOA,0.9099999999999999,False,False
479,88632aa1-f7db-4599-aa99-9b51523534e8,masha alla,5,2025-09-08 01:23:30,Redii Taha,0,,Google Play,25.09.03,2,neutral,masha alla,2,Bank of Abyssinia,BOA,0.0,False,False
480,dc3c97a2-0fe6-4a49-a2d3-9cc949380a0d,Best banking transaction application in Ethiopia !,5,2025-09-05 17:24:28,Fitsume Tebarek,0,,Google Play,,2,positive,best banking transaction application in ethiopia,2,Bank of Abyssinia,BOA,1.0,True,False
481,516af455-a65f-4ddf-94e0-03cceae923c6,?????? ????? ????? ???? ??????? ????? ???? ????? ?????? ??? ??????? ????? ???,5,2025-09-04 18:02:58,Husen Hasen,0,,Google Play,,2,neutral,,2,Bank of Abyssinia,BOA,0.0,False,False
482,613dff98-be45-4f37-8feb-01e382393e26,tamaam kamal,1,2025-09-04 01:55:34,Tamaam Kamaal,0,,Google Play,25.05.03,2,neutral,tamaam kamal,2,Bank of Abyssinia,BOA,0.0,False,False
483,8dd6713b-09cf-427c-a0f0-ee063f61a9d8,??? ???,5,2025-09-03 15:16:27,Fkru Tesfaye,0,,Google Play,25.05.03,2,neutral,,2,Bank of Abyssinia,BOA,0.0,False,False
484,8ac466a3-5bbb-452d-88bc-ceaae6c5bec0,great ??,5,2025-09-02 09:11:28,Teshale Paulos,0,,Google Play,25.05.03,2,positive,great,2,Bank of Abyssinia,BOA,0.8,False,False
485,45e502bd-bd62-4895-b534-d75b2dae7c75,goof,4,2025-09-01 09:54:57,Nani Mesfin,0,,Google Play,25.05.03,2,neutral,goof,2,Bank of Abyssinia,BOA,0.0,False,False
486,0e665f33-628c-4799-a991-53cf66b89ed0,absiniya banki,5,2025-08-29 18:14:45,Mohammed Ahmed yuya,0,,Google Play,,2,neutral,absiniya banki,2,Bank of Abyssinia,BOA,0.0,False,False
487,3e8a43b7-e4a5-4ba0-850e-332a7dad3a24,has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26 15:05:33,Miki ele,0,,Google Play,,2,negative,has issue after installation and i think it doesnt work with tecno common,2,Bank of Abyssinia,BOA,-0.3,False,False
488,abb3b6f4-ed3d-4013-b997-0efb664037a5,One of the best in this business,5,2025-08-25 16:34:55,Dr. Yasin Mohammed ALI,0,,Google Play,25.05.03,2,positive,one of the best in this business,2,Bank of Abyssinia,BOA,1.0,False,False
489,8a5e1510-bc3f-4f70-8915-f79a839f041e,Excellent,5,2025-08-20 20:32:23,Alfatih Haju,0,,Google Play,25.05.03,2,positive,excellent,2,Bank of Abyssinia,BOA,1.0,False,False
490,c9cc8b5a-f0aa-437a-8e5c-99035cad23da,besat??,5,2025-08-19 21:47:44,Bereket Eyasu,0,,Google Play,25.05.03,2,neutral,besat,2,Bank of Abyssinia,BOA,0.0,False,False
491,bc8bfdb0-596e-4ed3-a07d-c3ac71061fee,unlimited experience,5,2025-08-18 09:15:44,asaye alamneh,0,,Google Play,,2,neutral,unlimited experience,2,Bank of Abyssinia,BOA,0.0,False,False
492,ec30627f-c9a0-48f6-8fd2-38fcae3ab112,"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17 06:44:58,Aman uzmaki,8,,Google Play,25.05.03,2,positive,as bank u should at least hire someone good at their job bc this a joke nowadays i cant even log in or even transfer without it crashing if u fix the app i will update this review i am counting on u boa update so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way,2,Bank of Abyssinia,BOA,0.2333333333333333,True,False
493,656865bb-7ee3-4fef-9f23-b6728b2b6ab9,very nice mobile banking app my favourite,5,2025-08-16 13:58:54,Yesuf Seid,0,,Google Play,25.05.03,2,positive,very nice mobile banking app my favourite,2,Bank of Abyssinia,BOA,0.78,True,False
494,ac500ef1-8d40-4c19-b862-c5f47b165e97,"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15 14:12:02,BIG MOUNT D ll (B.M.D.ll),1,,Google Play,25.05.03,2,neutral,it almost never boots up and even if it did it crashes immediately,2,Bank of Abyssinia,BOA,0.0,False,False
495,e080468a-5b05-476e-9275-923d859a7b98,best apps,5,2025-08-15 14:01:49,Anwar Kasim,0,,Google Play,25.05.03,2,positive,best apps,2,Bank of Abyssinia,BOA,1.0,True,False
496,cd3d7bda-43cf-46f8-bd12-065f026e2ba2,the worst app ever to exist in a bank history,1,2025-08-15 11:08:29,Samuel Almahy,0,,Google Play,24.02.07,2,negative,the worst app ever to exist in a bank history,2,Bank of Abyssinia,BOA,-1.0,True,False
497,17d27fe8-201d-465e-900c-4510058bd581,thank you,5,2025-08-14 07:41:49,Debele Misgana,0,,Google Play,25.05.03,2,neutral,thank you,2,Bank of Abyssinia,BOA,0.0,False,False
498,161dbde7-f447-412e-abf3-8ae5e7ba5012,Best mobile app in the country,5,2025-08-14 07:04:30,Chaltu Habte,0,,Google Play,25.05.03,2,positive,best mobile app in the country,2,Bank of Abyssinia,BOA,1.0,True,False
499,17fac6e4-55d0-48dc-8fd1-e3908c6e6689,not fast,2,2025-08-12 18:29:21,Gacro gacro,0,,Google Play,25.05.03,2,neutral,not fast,2,Bank of Abyssinia,BOA,-0.1,False,True
500,bffe6663-e88f-4a08-97bc-e6ea6b2d8227,keeps freezing at the front page.,1,2025-08-10 17:35:29,BESUFEKAD ROBEL,0,,Google Play,25.05.03,2,neutral,keeps freezing at the front page,2,Bank of Abyssinia,BOA,0.0,False,False
501,6dd324c1-79ef-4935-9c87-ad0fd8fd1635,it is not working on redminote 11 pro+ pls fix it,1,2025-08-08 07:03:06,yusfo 1,1,,Google Play,25.05.03,2,neutral,it is not working on redminote pro pls fix it,2,Bank of Abyssinia,BOA,0.0,False,False
502,aefe5a77-71f4-4efa-92e6-b4a1b4a48e9e,abseniya bank app,5,2025-08-08 03:00:41,Rabbi Tokkicha,0,,Google Play,,2,neutral,abseniya bank app,2,Bank of Abyssinia,BOA,0.0,True,False
503,6e923bac-5ac7-4d3e-bd1c-137246d24a68,good,5,2025-08-05 17:19:00,Riyaad Junaa,0,,Google Play,25.05.03,2,positive,good,2,Bank of Abyssinia,BOA,0.7,False,False
504,e6ec7d3b-beb3-40ac-a615-9a0bae85e39d,yes goode app,5,2025-08-03 23:19:34,wasil jemal,0,,Google Play,25.05.03,2,neutral,yes goode app,2,Bank of Abyssinia,BOA,0.0,True,False
505,b54ed906-d409-4107-9dba-3d91d4c04274,Great App,5,2025-08-02 21:34:23,Abdu Al-Ahwal,0,,Google Play,,2,positive,great app,2,Bank of Abyssinia,BOA,0.8,True,False
